40.0,50850,0.9303482587064676,5.3
39.3,28885,1.2580899763220206,9.8
39.8,47791,1.2203389830508475,5.3
39.8,47791,1.2203389830508475,5.3
 
39.3,28885,1.2580899763220206,9.8
39.3,28885,1.2580899763220206,9.8
36.6,28000,1.1868852459016392,5.7
39.3,28885,1.2580899763220206,9.8
39.3,28885,1.2580899763220206,9.8
39.1,32839,0.9663716814159292,4.4
39.1,32839,0.9663716814159292,4.4
45.3,49760,1.0453808752025933,10.6
40.0,50850,0.9303482587064676,5.3
39.8,47791,1.2203389830508475,5.3
39.8,47791,1.2203389830508475,5.3
39.8,47791,1.2203389830508475,5.3
39.8,47791,1.2203389830508475,5.3
36.6,28000,1.1868852459016392,5.7
36.6,28000,1.1868852459016392,5.7
36.6,28000,1.1868852459016392,5.7
39.3,28885,1.2580899763220206,9.8
39.3,28885,1.2580899763220206,9.8
39.1,32839,0.9663716814159292,4.4
39.8,47791,1.2203389830508475,5.3
 
36.6,28000,1.1868852459016392,5.7
38.5,47669,0.9129353233830846,6.2
40.0,50850,0.9303482587064676,5.3
40.0,50850,0.9303482587064676,5.3
39.8,47791,1.2203389830508475,5.3
39.8,47791,1.2203389830508475,5.3
34.2,45581,0.990990990990991,5.1
36.6,28000,1.1868852459016392,5.7
36.6,28000,1.1868852459016392,5.7
36.6,28000,1.1868852459016392,5.7
36.6,28000,1.1868852459016392,5.7
39.1,32839,0.9663716814159292,4.4
39.1,32839,0.9663716814159292,4.4
45.3,49760,1.0453808752025933,10.6
45.3,49760,1.0453808752025933,10.6
45.3,49760,1.0453808752025933,10.6
45.3,49760,1.0453808752025933,10.6
44.4,50632,1.107883817427386,13.1
44.4,50632,1.107883817427386,13.1
41.1,42378,1.0374203821656052,13.3
41.1,42378,1.0374203821656052,13.3
40.8,36334,1.0648508430609598,9.6
40.8,36334,1.0648508430609598,9.6
40.8,36334,1.0648508430609598,9.6
42.1,51429,1.1007194244604317,17.4
39.4,45447,1.0790629575402635,17.3
42.1,51429,1.1007194244604317,17.4
42.1,51429,1.1007194244604317,17.4
42.1,51429,1.1007194244604317,17.4
42.1,51429,1.1007194244604317,17.4
42.1,51429,1.1007194244604317,17.4
38.5,47669,0.9129353233830846,6.2
38.5,47669,0.9129353233830846,6.2
35.8,48171,0.8723404255319149,4.0
35.8,48171,0.8723404255319149,4.0
35.8,48171,0.8723404255319149,4.0
35.8,48171,0.8723404255319149,4.0
